Ground truth,Model Predictions,Linear Reg
63.9,27.42243194580078,51.92517852783203
69.0,31.038124084472656,58.7870979309082
77.8,32.38667297363281,61.346397399902344
64.9,37.704410552978516,71.43849182128906
35.7,31.12392807006836,58.9499397277832
21.2,16.983154296875,32.113338470458984
11.1,12.038558959960938,22.729398727416992
5.7,9.379976272583008,17.683895111083984
8.7,7.7610907554626465,14.611546516418457
36.1,9.933286666870117,18.733978271484375
79.7,23.917415618896484,45.27329635620117
114.4,42.17670440673828,79.92608642578125
109.6,54.544925689697266,103.39871215820312
88.8,52.85586929321289,100.19319152832031
67.8,42.99590301513672,81.48077392578125
47.5,32.1773567199707,60.949153900146484
30.6,21.647661209106445,40.96571731567383
16.3,17.395442962646484,32.89578628540039
9.6,13.958151817321777,26.372434616088867
33.2,11.098983764648438,20.946256637573242
92.6,21.489328384399414,40.66522979736328
151.6,52.8227653503418,100.13036346435547
136.3,73.66787719726562,139.69058227539062
134.7,64.5227279663086,122.33475494384766
83.9,64.25613403320312,121.82881164550781
69.4,43.370849609375,82.1923599243164
31.5,28.22808074951172,53.45415115356445
13.9,21.54441261291504,40.769771575927734
4.4,15.117085456848145,28.571880340576172
38.0,12.938901901245117,24.438085556030273
141.7,26.862865447998047,50.86322021484375
190.2,85.17828369140625,161.53521728515625
184.8,91.94523620605469,174.37765502929688
159.0,86.4601058959961,163.96788024902344
112.3,80.24678039550781,152.17613220214844
53.9,53.13003158569336,100.7135009765625
37.5,30.02536392211914,56.86506652832031
27.9,23.841917037963867,45.1300163269043
10.2,24.29840087890625,45.996337890625
15.1,17.724884033203125,33.52100372314453
47.0,17.7517147064209,33.571922302246094
93.8,31.447845458984375,59.564674377441406
105.9,47.829654693603516,90.65435028076172
105.5,49.41813278198242,93.66899871826172
104.5,50.123531341552734,95.0077133178711
66.6,50.81808853149414,96.32585144042969
68.9,30.270410537719727,57.33012008666992
38.0,29.079120635986328,55.069271087646484
34.5,22.977821350097656,43.49011993408203
15.5,18.06147003173828,34.15978240966797
12.6,14.525349617004395,27.44887351989746
27.5,10.600915908813477,20.001014709472656
92.5,18.155851364135742,34.33890151977539
155.4,51.827247619628906,98.24105072021484
154.7,77.13864135742188,146.27745056152344
