Ground truth,Model Predictions
158.6,35.22315216064453
85.2,58.882781982421875
73.3,40.93853759765625
75.9,33.940834045410156
89.2,38.61482238769531
88.3,40.71331787109375
90.0,42.5368537902832
100.0,39.0249137878418
85.4,42.01782989501953
103.0,45.66836166381836
91.2,48.88018035888672
65.7,42.77997589111328
63.3,33.56880187988281
75.4,33.3388671875
70.0,35.90959548950195
43.5,35.75640106201172
45.3,28.298049926757812
56.4,25.079368591308594
60.7,29.466798782348633
50.7,32.010921478271484
66.3,26.978408813476562
59.8,28.846609115600586
23.5,29.231689453125
23.2,19.362268447875977
28.5,15.373763084411621
44.0,15.20357608795166
35.0,20.181758880615234
50.0,19.13758659362793
71.0,20.059612274169922
59.3,28.78055191040039
59.7,27.35353660583496
39.6,25.035449981689453
78.4,18.137794494628906
29.3,28.660234451293945
27.1,19.412948608398438
46.6,14.112872123718262
37.6,20.69481658935547
40.0,19.881248474121094
44.0,22.246366500854492
32.0,19.866146087646484
45.7,16.21004867553711
38.0,23.024288177490234
36.0,18.978912353515625
31.7,15.75908374786377
22.2,16.127090454101562
39.0,12.797228813171387
28.0,17.239177703857422
25.0,15.061680793762207
20.0,12.799040794372559
6.7,11.506636619567871
0.0,7.6055402755737305
3.0,5.8512396812438965
1.7,5.098406791687012
13.7,3.840975761413574
20.7,6.03865909576416
26.7,7.092190742492676
18.8,9.079484939575195
12.3,7.722307205200195
8.2,4.607277870178223
24.1,3.7048721313476562
13.2,7.316532135009766
4.2,5.241441249847412
10.2,3.0356953144073486
11.2,4.450098991394043
6.8,5.6105875968933105
6.5,5.255672454833984
0.0,3.151266098022461
0.0,1.1662441492080688
8.6,2.0998620986938477
3.2,3.2691922187805176
17.8,1.2897863388061523
23.7,4.933656215667725
6.8,6.609559535980225
20.0,3.173351526260376
12.5,5.849130630493164
7.1,4.785751819610596
5.4,2.8515543937683105
9.4,3.382686138153076
12.5,2.854917287826538
12.9,5.156843185424805
3.6,5.969917297363281
6.4,2.369845390319824
11.8,3.0908091068267822
14.3,4.797954559326172
17.0,5.327124118804932
9.4,5.829448699951172
14.1,3.632485866546631
21.2,5.1626081466674805
26.2,7.951952934265137
30.0,9.168158531188965
38.1,10.549440383911133
12.8,13.371394157409668
25.0,6.726412773132324
51.3,9.613712310791016
39.7,17.621034622192383
32.5,15.835125923156738
